sentence	subj_idx	verb_idx	verb_pos	verb	inflected_verb
a machine has a power source and NNS that generate forces and movement , and a system of mechanisms that shape the NN input to achieve a specific application of output forces and movement .	1	2	VBZ	has	have
other amateur teams from the area also use the field throughout the year .	2	7	VBP	use	uses
on the contrary it is far away to be delete by speedy criterion and a7 is used incorrectly to say that this article is non-notable and JJ .	22	23	VBZ	is	are
only influential or commercially successful games are worth VBG .	5	6	VBP	are	is
it was a busy port with connections to the near east that continued into historic periods ; the rich finds and elaborate buildings reflect the importance of foreign trade for the NNP economy .	19	23	VBP	reflect	reflects
the sources do not state who conducted the interview or on what programme it aired .	1	2	VBP	do	does
the reach has nearly uniform hydraulic NN of about 1 .	1	2	VBZ	has	have
one to follow the first one around putting all of those VBN back ( including the JJ ones ) because the policy calling for removing attack NNP on sight is ridiculous .	21	29	VBZ	is	are
the oldest items on the list are RB .	2	6	VBP	are	is
the city receives abundant rainfall from june to september due to its proximity to the western NNP .	1	2	VBZ	receives	receive
in an english country house two figures struggle before one of them falls dead .	6	7	VBP	struggle	struggles
NNP subdivision is a subdivision of the NNP district in the state of west bengal , india .	1	2	VBZ	is	are
suspicious , bart uses JJ return to find out the last incoming phone number and discovers their parents are in miami .	17	18	VBP	are	is
the film has only a few characters and will be made as a NN of NNP NNP , as he VBZ the NNS and NNS of his NN .	1	2	VBZ	has	have
indeed , this limit is utilized for JJ systems such as NN NNS .	3	4	VBZ	is	are
in NN , the route is usually a given , as NNS are generally eaten ; while NN and the frequency of NN of NNS are very important variables in preventing disease and promoting overall health .	4	5	VBZ	is	are
i updated the NN accordingly , but as more details come out , we may need to alter it some more .	9	10	VBP	come	comes
his writing credits include the television series happy days and the movie night shift .	2	3	VBP	include	includes
the faster NNS usually open the bowling , when the ball is at its JJS .	2	4	VBP	open	opens
during the spring , in preparation for the festival , the citizens of winchester hold an annual NN , followed by decoration of the city in green , pink and white ( festival colors ) , in order to make winchester more JJ for its anticipated guests .	11	14	VBP	hold	holds
all roads for this item seem to lead back to its own NN without a single major newspaper article , despite the many claims on the page , and it seems to fall into the NNP painting territory as well .	1	5	VBP	seem	seems
the JJ activities in this hospital are JJ former staff members and patients , electrical NNS , VBD voices with JJ sounds , light NNS , objects moving on their own , lights turning on and off by themselves as well as a feeling of being watched .	2	6	VBP	are	is
the JJ formula is variable , but the JJ , JJ and JJ NNS are usually longest .	2	3	VBZ	is	are
on june 1 , 2012 , one month after an oral argument at the texas court of criminal appeals , the texas attorney general 's office says it no longer VBZ a death row NN 's request for dna testing his NNS say could prove his NN .	25	26	VBZ	says	say
it drew attention to the fact that behavior change methods are influence specific NNS ( when developing an intervention , one first has to identify the relevant NN , and then identify matching behavior change methods , see also the steps in intervention mapping ) .	9	10	VBP	are	is
generally , the NNP domain VBZ either atp or NNP .	4	5	VBZ	binds	bind
its natural habitat is subtropical or tropical NN NN forests and subtropical or tropical NN NN forests .	2	3	VBZ	is	are
her mother comes later to find her , but she it seems she has VBN .	1	2	VBZ	comes	come
the article cites no sources of biographical information that can be used to verify the article .	1	2	VBZ	cites	cite
the park features a NN , swimming pool , tennis courts , basketball court , batting NNS , and NN .	1	2	VBZ	features	feature
the color of the shell is JJ , somewhat VBD with pale brown .	1	5	VBZ	is	are
farmers choose to grow and manage specific cover crop types based on their own needs and goals , influenced by the biological , environmental , social , cultural , and economic factors of the food system in which farmers operate ( NNP et al .	31	42	VBP	et	et
this file is from my personal family collection .	1	2	VBZ	is	are
features of the pokémon mini include an internal real-time clock , an JJ port used to facilitate NN gaming , an NN , and a NN used to implement force feedback .	0	5	VBP	include	includes
in NNP NNP , the NNP alphabet uses the letters specified in the national NN alphabet .	6	7	VBZ	uses	use
today , the list of NNP clients includes dozens of institutions and agencies from NNS across the country .	3	7	VBZ	includes	include
the people that want this article to be deleted are n't JJ or JJ .	1	9	VBP	are	is
the JJ eating NNS of JJ children , along with JJ NN and NN , make it hard to determine whether increased lead levels are a cause or a consequence of NN .	23	24	VBP	are	is
in addition , to avoid any conflict of interest , most communities with mayor 's courts have NNS VBP over sessions , rather than the NNS themselves .	11	16	VBP	have	has
the NNP database allows for NNS to access geological and JJ data .	2	3	VBZ	allows	allow
each episode also has two live action components JJ children learn about musical concepts with real musicians and real instruments .	9	10	VBP	learn	learns
the corridor was previously open for 12 NN hours only , causing great NNS for the inhabitants of the NN , given the fact that the NN has no hospitals or law enforcement facilities .	26	27	VBZ	has	have
NNP says the girl he loves is NNP , can she sacrifice NNP 's happiness for him .	3	6	VBZ	is	are
the NNP boy of australia might marry for the first time when his NN begins to appear .	13	14	VBZ	begins	begin
in number theory , a branch of mathematics , NNP 's NN is the NN stated by that for a finite set of linear forms , , .	5	12	VBZ	is	are
similarly , the straight line between the green and blue NNS represents a fully VBN mix of green and blue light .	4	11	VBZ	represents	represent
fifteen people are to be charged in the explosion at NNP mall in october .	1	2	VBP	are	is
a final example of research question which may RB be investigated using NNP techniques is of the following sort .	2	14	VBZ	is	are
chapters exist in high schools , career centers , community colleges , technical colleges , four-year colleges and universities , and private and JJ schools .	0	1	VBP	exist	exists
duplicate articles ( whether lists or not ) are actually speedy JJ , per csd NNP .	4	8	VBP	are	is
a signature mark is a letter , number or combination of either or both , which is printed at the bottom of the first page , or leaf , of a signature or section .	2	3	VBZ	is	are
the town itself VBZ over a large area and includes many islands , NNS and NNS .	1	3	VBZ	spreads	spread
on the other hand , NNP lane , which also is lined with similar types of structures , is two ways throughout and VBZ more traffic .	6	18	VBZ	is	are
one such formula is the perry robertson formula which estimates of the critical NN load based on an initial ( small ) NN .	2	3	VBZ	is	are
my name is red received JJ reviews when published in english .	1	2	VBZ	Is	Are
visitors are able to work with hand tools and natural materials at this exhibit .	0	1	VBP	are	is
october 2006 ( utc ) the only way you 'll keep them from VBG NN is to not let them install anything at all .	7	15	VBZ	is	are
comprising more than 600 hospitals and 1 , 400 long-term care and other health facilities in all 50 states , the association is the largest group of non-profit health care providers in the nation .	21	22	VBZ	is	are
culture not only influences the age at which the NN NN appears but also the content of the memories found within the NN .	10	11	VBZ	appears	appear
